item_id,generator,model,task,domain,concept_id,concept,output,text,content_json,model_file
千问_B_C21,Alibaba Qwen,Alibaba Qwen,B,Geoscience,C21,岩石循环,"{""id"":""C21"",""concept"":""岩石循环"",""title"":""岩石变形"",""scene"":""小韩在野外，看到岩石在高温高压下，能变成另一种岩石。"",""tags"":[""岩石"",""循环"",""转化""],""warning"":""岩石在不断转化。""}","{""id"":""C21"",""concept"":""岩石循环"",""title"":""岩石变形"",""scene"":""小韩在野外，看到岩石在高温高压下，能变成另一种岩石。"",""tags"":[""岩石"",""循环"",""转化""],""warning"":""岩石在不断转化。""}","{""id"":""C21"",""concept"":""岩石循环"",""title"":""岩石变形"",""scene"":""小韩在野外，看到岩石在高温高压下，能变成另一种岩石。"",""tags"":[""岩石"",""循环"",""转化""],""warning"":""岩石在不断转化。""}",千问.txt
千问_B_C22,Alibaba Qwen,Alibaba Qwen,B,Geoscience,C22,地震成因,"{""id"":""C22"",""concept"":""地震成因"",""title"":""积木倒塌"",""scene"":""小何用积木模拟，地震是应力积累超过强度，瞬间释放。"",""tags"":[""地震"",""应力"",""断裂""],""warning"":""源于板块挤压断裂。""}","{""id"":""C22"",""concept"":""地震成因"",""title"":""积木倒塌"",""scene"":""小何用积木模拟，地震是应力积累超过强度，瞬间释放。"",""tags"":[""地震"",""应力"",""断裂""],""warning"":""源于板块挤压断裂。""}","{""id"":""C22"",""concept"":""地震成因"",""title"":""积木倒塌"",""scene"":""小何用积木模拟，地震是应力积累超过强度，瞬间释放。"",""tags"":[""地震"",""应力"",""断裂""],""warning"":""源于板块挤压断裂。""}",千问.txt
千问_B_C23,Alibaba Qwen,Alibaba Qwen,B,Geoscience,C23,火山与板块边界,"{""id"":""C23"",""concept"":""火山与板块边界"",""title"":""岩浆喷发"",""scene"":""小唐看火山视频，岩浆来自地下熔融岩石，不是燃烧。"",""tags"":[""火山"",""岩浆"",""板块""],""warning"":""岩浆不是地底大火。""}","{""id"":""C23"",""concept"":""火山与板块边界"",""title"":""岩浆喷发"",""scene"":""小唐看火山视频，岩浆来自地下熔融岩石，不是燃烧。"",""tags"":[""火山"",""岩浆"",""板块""],""warning"":""岩浆不是地底大火。""}","{""id"":""C23"",""concept"":""火山与板块边界"",""title"":""岩浆喷发"",""scene"":""小唐看火山视频，岩浆来自地下熔融岩石，不是燃烧。"",""tags"":[""火山"",""岩浆"",""板块""],""warning"":""岩浆不是地底大火。""}",千问.txt
千问_B_C24,Alibaba Qwen,Alibaba Qwen,B,Geoscience,C24,地球内部结构,"{""id"":""C24"",""concept"":""地球内部结构"",""title"":""地球切面"",""scene"":""小邓看着地球切面图，地幔大部分是固态，不是岩浆。"",""tags"":[""内部"",""地幔"",""结构""],""warning"":""地幔大部分是固态。""}","{""id"":""C24"",""concept"":""地球内部结构"",""title"":""地球切面"",""scene"":""小邓看着地球切面图，地幔大部分是固态，不是岩浆。"",""tags"":[""内部"",""地幔"",""结构""],""warning"":""地幔大部分是固态。""}","{""id"":""C24"",""concept"":""地球内部结构"",""title"":""地球切面"",""scene"":""小邓看着地球切面图，地幔大部分是固态，不是岩浆。"",""tags"":[""内部"",""地幔"",""结构""],""warning"":""地幔大部分是固态。""}",千问.txt
千问_B_C25,Alibaba Qwen,Alibaba Qwen,B,Climate/Environment,C25,温室效应,"{""id"":""C25"",""concept"":""温室效应"",""title"":""地球保温"",""scene"":""小吕想象地球裹着棉被，温室效应让地球不至于太冷。"",""tags"":[""温室"",""保温"",""效应""],""warning"":""自然温室效应是必须的。""}","{""id"":""C25"",""concept"":""温室效应"",""title"":""地球保温"",""scene"":""小吕想象地球裹着棉被，温室效应让地球不至于太冷。"",""tags"":[""温室"",""保温"",""效应""],""warning"":""自然温室效应是必须的。""}","{""id"":""C25"",""concept"":""温室效应"",""title"":""地球保温"",""scene"":""小吕想象地球裹着棉被，温室效应让地球不至于太冷。"",""tags"":[""温室"",""保温"",""效应""],""warning"":""自然温室效应是必须的。""}",千问.txt
千问_B_C26,Alibaba Qwen,Alibaba Qwen,B,Climate/Environment,C26,天气与气候,"{""id"":""C26"",""concept"":""天气与气候"",""title"":""今天很冷"",""scene"":""小蒋感觉今天很冷，但气候看的是长期趋势，不是单日。"",""tags"":[""天气"",""气候"",""趋势""],""warning"":""单日冷暖不代表气候。""}","{""id"":""C26"",""concept"":""天气与气候"",""title"":""今天很冷"",""scene"":""小蒋感觉今天很冷，但气候看的是长期趋势，不是单日。"",""tags"":[""天气"",""气候"",""趋势""],""warning"":""单日冷暖不代表气候。""}","{""id"":""C26"",""concept"":""天气与气候"",""title"":""今天很冷"",""scene"":""小蒋感觉今天很冷，但气候看的是长期趋势，不是单日。"",""tags"":[""天气"",""气候"",""趋势""],""warning"":""单日冷暖不代表气候。""}",千问.txt
千问_B_C27,Alibaba Qwen,Alibaba Qwen,B,Climate/Environment,C27,全球变暖与气候变化,"{""id"":""C27"",""concept"":""全球变暖与气候变化"",""title"":""极端天气"",""scene"":""小蔡看新闻，全球变暖导致极端天气增多，不是每天更热。"",""tags"":[""变暖"",""极端"",""气候""],""warning"":""平均气温上升不代表每天热。""}","{""id"":""C27"",""concept"":""全球变暖与气候变化"",""title"":""极端天气"",""scene"":""小蔡看新闻，全球变暖导致极端天气增多，不是每天更热。"",""tags"":[""变暖"",""极端"",""气候""],""warning"":""平均气温上升不代表每天热。""}","{""id"":""C27"",""concept"":""全球变暖与气候变化"",""title"":""极端天气"",""scene"":""小蔡看新闻，全球变暖导致极端天气增多，不是每天更热。"",""tags"":[""变暖"",""极端"",""气候""],""warning"":""平均气温上升不代表每天热。""}",千问.txt
千问_B_C28,Alibaba Qwen,Alibaba Qwen,B,Climate/Environment,C28,二氧化碳的气候作用,"{""id"":""C28"",""concept"":""二氧化碳的气候作用"",""title"":""微量关键"",""scene"":""小魏学习大气，二氧化碳虽少，却是调节温度的关键。"",""tags"":[""二氧化碳"",""温室"",""关键""],""warning"":""微量气体起决定性作用。""}","{""id"":""C28"",""concept"":""二氧化碳的气候作用"",""title"":""微量关键"",""scene"":""小魏学习大气，二氧化碳虽少，却是调节温度的关键。"",""tags"":[""二氧化碳"",""温室"",""关键""],""warning"":""微量气体起决定性作用。""}","{""id"":""C28"",""concept"":""二氧化碳的气候作用"",""title"":""微量关键"",""scene"":""小魏学习大气，二氧化碳虽少，却是调节温度的关键。"",""tags"":[""二氧化碳"",""温室"",""关键""],""warning"":""微量气体起决定性作用。""}",千问.txt
千问_B_C29,Alibaba Qwen,Alibaba Qwen,B,Climate/Environment,C29,海洋垃圾与塑料污染,"{""id"":""C29"",""concept"":""海洋垃圾与塑料污染"",""title"":""海洋垃圾"",""scene"":""小朱看纪录片，塑料在海洋中累积，无法自然稀释分解。"",""tags"":[""海洋"",""塑料"",""污染""],""warning"":""海洋无法稀释塑料垃圾。""}","{""id"":""C29"",""concept"":""海洋垃圾与塑料污染"",""title"":""海洋垃圾"",""scene"":""小朱看纪录片，塑料在海洋中累积，无法自然稀释分解。"",""tags"":[""海洋"",""塑料"",""污染""],""warning"":""海洋无法稀释塑料垃圾。""}","{""id"":""C29"",""concept"":""海洋垃圾与塑料污染"",""title"":""海洋垃圾"",""scene"":""小朱看纪录片，塑料在海洋中累积，无法自然稀释分解。"",""tags"":[""海洋"",""塑料"",""污染""],""warning"":""海洋无法稀释塑料垃圾。""}",千问.txt
千问_B_C30,Alibaba Qwen,Alibaba Qwen,B,Climate/Environment,C30,自然变率与人为影响,"{""id"":""C30"",""concept"":""自然变率与人为影响"",""title"":""变暖主因"",""scene"":""小秦分析数据，近百年变暖主要由人类燃烧化石燃料导致。"",""tags"":[""变暖"",""人为"",""主因""],""warning"":""近百年变暖主要由人类导致。""}","{""id"":""C30"",""concept"":""自然变率与人为影响"",""title"":""变暖主因"",""scene"":""小秦分析数据，近百年变暖主要由人类燃烧化石燃料导致。"",""tags"":[""变暖"",""人为"",""主因""],""warning"":""近百年变暖主要由人类导致。""}","{""id"":""C30"",""concept"":""自然变率与人为影响"",""title"":""变暖主因"",""scene"":""小秦分析数据，近百年变暖主要由人类燃烧化石燃料导致。"",""tags"":[""变暖"",""人为"",""主因""],""warning"":""近百年变暖主要由人类导致。""}",千问.txt
千问_C_C01,Alibaba Qwen,Alibaba Qwen,C,Physics,C01,惯性,"{""id"":""C01"",""concept"":""惯性"",""question"":""公交急刹时，人为什么会前倾？"",""options"":{""A"":""身体保持原运动"",""B"":""前方有吸力"",""C"":""司机推了乘客"",""D"":""重力突然变大""},""answer"":""A"",""explain"":""惯性使身体短时保持原来的运动状态。""}","{""id"":""C01"",""concept"":""惯性"",""question"":""公交急刹时，人为什么会前倾？"",""options"":{""A"":""身体保持原运动"",""B"":""前方有吸力"",""C"":""司机推了乘客"",""D"":""重力突然变大""},""answer"":""A"",""explain"":""惯性使身体短时保持原来的运动状态。""}","{""id"":""C01"",""concept"":""惯性"",""question"":""公交急刹时，人为什么会前倾？"",""options"":{""A"":""身体保持原运动"",""B"":""前方有吸力"",""C"":""司机推了乘客"",""D"":""重力突然变大""},""answer"":""A"",""explain"":""惯性使身体短时保持原来的运动状态。""}",千问.txt
千问_C_C02,Alibaba Qwen,Alibaba Qwen,C,Physics,C02,净力与加速度,"{""id"":""C02"",""concept"":""净力与加速度"",""question"":""冰壶在冰面滑行减速是因为？"",""options"":{""A"":""没有力维持速度"",""B"":""摩擦力改变运动"",""C"":""冰面太冷"",""D"":""冰壶太重""},""answer"":""B"",""explain"":""摩擦力作为净力使冰壶产生减速加速度。""}","{""id"":""C02"",""concept"":""净力与加速度"",""question"":""冰壶在冰面滑行减速是因为？"",""options"":{""A"":""没有力维持速度"",""B"":""摩擦力改变运动"",""C"":""冰面太冷"",""D"":""冰壶太重""},""answer"":""B"",""explain"":""摩擦力作为净力使冰壶产生减速加速度。""}","{""id"":""C02"",""concept"":""净力与加速度"",""question"":""冰壶在冰面滑行减速是因为？"",""options"":{""A"":""没有力维持速度"",""B"":""摩擦力改变运动"",""C"":""冰面太冷"",""D"":""冰壶太重""},""answer"":""B"",""explain"":""摩擦力作为净力使冰壶产生减速加速度。""}",千问.txt
千问_C_C03,Alibaba Qwen,Alibaba Qwen,C,Physics,C03,牛顿第三定律,"{""id"":""C03"",""concept"":""牛顿第三定律"",""question"":""小刚推墙后退，说明？"",""options"":{""A"":""墙对小刚有反推力"",""B"":""墙比人重"",""C"":""小刚力气大"",""D"":""地面滑""},""answer"":""A"",""explain"":""作用力与反作用力大小相等，方向相反。""}","{""id"":""C03"",""concept"":""牛顿第三定律"",""question"":""小刚推墙后退，说明？"",""options"":{""A"":""墙对小刚有反推力"",""B"":""墙比人重"",""C"":""小刚力气大"",""D"":""地面滑""},""answer"":""A"",""explain"":""作用力与反作用力大小相等，方向相反。""}","{""id"":""C03"",""concept"":""牛顿第三定律"",""question"":""小刚推墙后退，说明？"",""options"":{""A"":""墙对小刚有反推力"",""B"":""墙比人重"",""C"":""小刚力气大"",""D"":""地面滑""},""answer"":""A"",""explain"":""作用力与反作用力大小相等，方向相反。""}",千问.txt
千问_C_C04,Alibaba Qwen,Alibaba Qwen,C,Physics,C04,抛体运动,"{""id"":""C04"",""concept"":""抛体运动"",""question"":""篮球投出后，水平方向受力吗？"",""options"":{""A"":""受向前的推力"",""B"":""受空气阻力"",""C"":""不受力"",""D"":""受重力""},""answer"":""C"",""explain"":""水平方向无推力，仅靠惯性匀速运动。""}","{""id"":""C04"",""concept"":""抛体运动"",""question"":""篮球投出后，水平方向受力吗？"",""options"":{""A"":""受向前的推力"",""B"":""受空气阻力"",""C"":""不受力"",""D"":""受重力""},""answer"":""C"",""explain"":""水平方向无推力，仅靠惯性匀速运动。""}","{""id"":""C04"",""concept"":""抛体运动"",""question"":""篮球投出后，水平方向受力吗？"",""options"":{""A"":""受向前的推力"",""B"":""受空气阻力"",""C"":""不受力"",""D"":""受重力""},""answer"":""C"",""explain"":""水平方向无推力，仅靠惯性匀速运动。""}",千问.txt
千问_C_C05,Alibaba Qwen,Alibaba Qwen,C,Physics,C05,圆周运动,"{""id"":""C05"",""concept"":""圆周运动"",""question"":""旋转茶杯中，人感觉被甩出是因为？"",""options"":{""A"":""离心力推人"",""B"":""人想做直线运动"",""C"":""座位推人"",""D"":""地球引力""},""answer"":""B"",""explain"":""离心力是假想力，实际是惯性使人想直线运动。""}","{""id"":""C05"",""concept"":""圆周运动"",""question"":""旋转茶杯中，人感觉被甩出是因为？"",""options"":{""A"":""离心力推人"",""B"":""人想做直线运动"",""C"":""座位推人"",""D"":""地球引力""},""answer"":""B"",""explain"":""离心力是假想力，实际是惯性使人想直线运动。""}","{""id"":""C05"",""concept"":""圆周运动"",""question"":""旋转茶杯中，人感觉被甩出是因为？"",""options"":{""A"":""离心力推人"",""B"":""人想做直线运动"",""C"":""座位推人"",""D"":""地球引力""},""answer"":""B"",""explain"":""离心力是假想力，实际是惯性使人想直线运动。""}",千问.txt
